,time,Sokoto_temp,Sokoto_temp_min,Sokoto_temp_max,Sokoto_humidity,Sokoto_clouds_all,Sokoto_wind_speed,Sokoto_rain_1h,Sokoto_rain_3h,Sokoto_snow_3h,Sokoto_pressure,Sokoto_weather_id,Kilimani_temp,Kilimani_temp_min,Kilimani_temp_max,Kilimani_humidity,Kilimani_clouds_all,Kilimani_wind_speed,Kilimani_rain_1h,Kilimani_rain_3h,Kilimani_snow_3h,Kilimani_pressure,Kilimani_weather_id,Hawassa_temp,Hawassa_temp_min,Hawassa_temp_max,Hawassa_humidity,Hawassa_clouds_all,Hawassa_wind_speed,Hawassa_wind_deg,Hawassa_rain_1h,Hawassa_rain_3h,Hawassa_snow_3h,Hawassa_pressure,Hawassa_weather_id,Amanzi_temp,Amanzi_temp_min,Amanzi_temp_max,Amanzi_humidity,Amanzi_clouds_all,Amanzi_wind_speed,Amanzi_rain_1h,Amanzi_rain_3h,Amanzi_snow_3h,Amanzi_pressure,Amanzi_weather_id,Akatsi_temp,Akatsi_temp_min,Akatsi_temp_max,Akatsi_humidity,Akatsi_clouds_all,Akatsi_wind_speed,Akatsi_rain_1h,Akatsi_rain_3h,Akatsi_snow_3h,Akatsi_pressure,Akatsi_weather_id,energy_shortfall_3h
0,2019-01-01 00:00:00,296.0714064712048,293.86139142936156,297.75966681502103,50.941326389086605,52.127220694592204,4.6109603269494785,0.0,0.0,0.0,1007.3308453898584,801,293.68391602644175,292.75735528991237,295.6079991849377,58.397379875721185,26.846569273170413,2.5736746930240253,0.0,0.0,0.0,kp12,501,289.7390010036381,288.8447716144663,291.10178512412864,61.23888991872336,11.360583402406984,4.505296743602887,level_2,0.0,0.0,0.0,999.325425555161,802,298.22165123531727,296.50924056769156,299.03340544873464,64.71179325612887,36.17915825452208,4.010442615498383,0.0,0.0,0.0,1003.9164303236328,701,292.7036071739107,291.15547600260624,294.4090568344361,53.55131865490575,45.43877732012376,5.374406827649936,0.0,0.0,0.0,1001.0151539466482,741,9090.865980916733
1,2019-01-01 03:00:00,294.40340774138934,294.1208436877263,295.1548735723631,51.774698881095446,43.03522232053317,6.854246992180883,0.0,0.0,0.0,1006.035128332868,802,291.58717952937957,290.61884216706807,291.9387323778539,60.669661072875186,5.431912436446865,4.168900738490493,0.0,0.0,0.0,kp12,600,286.38661140535703,285.23136397030646,287.4918428274971,53.44633815839195,7.603481887810244,4.7398690970933295,level_1,0.0,0.0,0.0,1004.5031044223996,801,291.4235153631316,290.2351059231465,291.9422363901353,56.12581677917077,3.055350562436406,1.7617621001288657,0.0,0.0,0.0,1002.4275790128554,701,295.6082155424576,293.6918198264892,297.16416060235275,57.49594369968866,42.366922086078404,5.853677789992595,0.0,0.0,0.0,1003.5656324442624,800,-2456.7712505125364
2,2019-01-01 06:00:00,295.332978442739,294.1074712595102,296.0850066838943,61.50243342961175,73.05795990960254,3.7094444193980634,0.0,0.0,0.0,1006.9788722362958,801,287.6410097893784,286.18033611310256,287.657947376335,61.570303129122976,37.55995695640163,2.1702339654924465,0.0,0.0,0.0,kp1,741,286.40576785251386,284.7634339848515,288.15220765402154,70.15583142214159,34.77574267518831,3.266921463089644,level_3,0.0,0.0,0.0,995.7346078361126,701,294.50738225801445,293.42173496821533,294.8760050032162,64.62811936028517,47.098579199647276,5.169109797552098,0.0,0.0,0.0,998.6849792742277,800,299.84478270966537,298.16502969813047,301.307082263308,61.33199040987243,60.781479056895094,2.9586123664823356,0.0,0.0,0.0,1004.8498446693027,600,5432.653187337938
3,2019-01-01 09:00:00,295.49111335178105,293.2821132335145,296.8334362960907,53.80279106399661,18.085095097469218,7.622700057839656,0.0,0.0,0.0,1005.4732539384927,500,293.34514267891063,292.5715549345441,294.9978371871719,59.938692294783664,93.30367716004265,3.3830493493827793,0.0,0.0,0.0,kp9,801,288.7878198623692,287.38811614626803,289.7609656141782,61.10275251277583,48.72159452894529,2.9723364945250874,level_8,0.19894999583791645,0.3543370566737769,0.0,1009.3239742835274,801,293.67154146776755,291.3073420192768,295.21824373018364,77.4144145681991,90.62103519111987,5.01765537438506,0.0,0.0,0.0,1002.2333555674796,800,300.8414041459291,300.1617705414046,301.3065135159581,55.25283900879038,13.348972249834212,5.616622267178695,0.0,0.0,0.0,1000.5385226998209,600,-11.104435341014323
4,2019-01-01 12:00:00,295.69543233588723,294.0865265649292,297.6772314695855,59.298324196275985,45.920195316306916,3.5268079307995173,0.0,0.0,0.0,1006.6627694662611,803,295.33627806801314,294.92265524417775,296.5393421561824,65.1233186668847,39.58804436884626,4.593888965595908,0.11957725406968607,0.19480940173038058,0.0,kp11,800,286.19163804706994,286.1866646240372,287.15841795815766,75.88288087896414,82.01436032914111,4.759424541302202,level_7,0.0,0.0,0.0,1002.3308562108635,741,298.0082684539276,297.34208543199475,298.7350803905013,70.69046024805293,1.1072931401294444,2.4653019434463204,0.053602992214243445,0.1163804310543284,0.0,1002.774056109469,800,296.339596256635,295.24924174776396,297.1524684647569,65.3683997244235,13.27879960263552,3.1054357354890882,0.0,0.0,0.0,1003.5515139201747,701,-2175.9274719075074
5,2019-01-01 15:00:00,296.72325874267113,294.8924817383909,297.6723537366008,47.50682408090911,53.938790776540394,4.830741143192787,0.0,0.0,0.0,994.765545284917,500,291.2282696643699,289.3733578470792,292.05532794862813,62.49734588928807,66.93399705811571,3.320240466685336,0.0,0.0,0.0,kp6,800,292.4023409249797,292.2223752843321,293.37528998296705,36.03182499378736,18.715083898599215,6.298245925589407,level_10,0.0,0.0,0.0,,800,295.97596859527863,294.8384095769383,297.59315336691554,71.60699908184296,22.056686737570647,1.9523380110075588,0.0,0.0,0.0,1001.2757326487817,800,305.72306487053044,304.63253508870736,307.4411552757675,65.47146195321878,21.780575395431,7.303980890933675,0.0,0.0,0.0,1005.626383474203,800,3147.629024869615
6,2019-01-01 18:00:00,300.10858064584767,298.71932702138895,300.88095817467905,58.564674615239255,30.224327917906397,4.797963511140899,0.0,0.0,0.0,999.3141550165685,801,294.04291640617026,293.2969628157085,294.97874420555604,73.86834397568025,9.7022076993391,3.5476121711670205,0.0,0.0,0.0,kp13,501,289.0170167557872,288.3520304495255,290.3519783911852,63.17952017780241,37.0646674081078,3.697447381498135,level_7,0.0,0.0,0.0,,741,291.06647044721973,289.8265704866843,292.3305189441041,66.30698355347971,6.005473129288259,2.93576165198839,0.0,0.0,0.0,997.8558244570203,802,302.3902800767586,300.8907327659055,302.43998133300084,53.11467675386556,5.968683024444486,2.118098606993362,0.0,0.0,0.0,1005.3913698028973,801,7811.262857409825
7,2019-01-01 21:00:00,297.322201479721,295.44875665819814,299.28891977306813,49.20530454779649,23.14861868517885,7.197355349248732,0.0,0.0,0.0,998.401531516949,803,289.2808125695652,287.7517983069233,289.6647051178368,71.18632347317632,73.67680199929109,5.250788035978202,0.0,0.0,0.0,kp9,800,287.0566179852594,286.93378817749385,289.0884594011806,61.93230107322899,39.239740025798845,3.8073500811519327,level_2,0.0,0.0,0.0,1003.3330964166652,800,299.39201816648,298.476037380978,300.41681318250943,75.37422625153361,82.144980183897,4.4229620619296925,0.0,0.0,0.0,998.593734887543,600,301.9850634506816,301.51006900143983,303.0921527961332,54.222442061781244,14.203239985889333,4.101268233631595,0.0,0.0,0.0,1004.9635233260107,701,1002.1891157518312
8,2019-01-02 00:00:00,293.7329872243298,292.68629461505,294.05620612598517,47.92697673767147,44.80559797978518,5.7997999621682474,0.0,0.0,0.0,999.5860330996909,600,290.9532488303639,289.5758011481739,291.8923910606371,66.07999772942168,60.17246208342157,4.144167869775626,1.2943112740868212,2.681115577793821,0.0,kp11,800,288.03508445127187,287.2135511377234,288.4772407809832,65.18601703264068,74.84966639255937,5.550416196824218,level_4,0.0,0.0,0.0,1009.1263290130702,701,294.7772832298301,293.63766726622316,296.0896585681441,75.118943739501,27.244552645664793,1.3831219234958585,0.0,0.0,0.0,1010.1322070450927,800,295.8806320518519,294.4604431696415,297.19843938238637,47.71259619147321,80.4041906708727,2.9819146789436908,0.0,0.0,0.0,1001.3211984154148,701,4616.283180836841
9,2019-01-02 03:00:00,292.7569318226677,291.36853143865204,293.64928406606975,44.35261684387541,15.879695923293768,2.2471108904280976,0.0,0.0,0.0,1004.548053415377,600,291.76000824027005,290.06171554263375,292.1031259205194,53.15494884145109,40.43930800281458,4.954027799613074,0.0,0.0,0.0,kp6,701,285.6466044151825,283.62801156605974,287.15649187611666,60.309612560627194,38.56067804023713,2.952976828893571,level_4,0.0,0.0,0.0,1005.7000414310644,741,293.50449007209716,293.19478957333564,295.26635640468595,87.73584179839469,21.043659022379433,1.4193764263824868,0.0,0.0,0.0,1001.591397463737,500,297.9239618946051,296.3794328663473,298.8515442931424,47.78738532847673,23.134747292528285,2.9199867503373635,0.0,0.0,0.0,1010.376338436642,802,-1594.2847251877138
10,2019-01-02 06:00:00,296.2621226130717,294.65195667891237,297.4371298420955,53.005113679774134,94.99627483316169,3.3405340021251457,0.0,0.0,0.0,1005.1954618355489,800,295.76044904362374,293.30017443104407,296.98493935442264,55.62376312249527,32.42689694527199,2.1748443087105085,0.0,0.0,0.0,kp1,800,288.5884174327707,286.4330798781905,290.3780330391122,52.37025482542579,48.815482156285896,2.7079653413005977,level_10,0.0,0.0,0.0,999.7030643074542,701,290.8910926117903,289.59685820623014,292.0709736956832,63.29977417972926,57.98781277195376,3.852878091634799,0.0,0.0,0.0,1002.4770582498031,800,295.77925740633947,294.2528415926131,297.8655925418137,61.626161114791635,21.90712870483037,2.988535239511842,0.0,0.0,0.0,997.2239904888096,801,6297.567171925224
11,2019-01-02 09:00:00,297.0570038460097,295.42021234361187,298.4455530672927,64.81697895072546,37.50850991068688,2.6345170539902423,0.0,0.0,0.0,1002.8391608485656,600,293.39154547323324,291.4668187539231,295.0728986636634,61.69066700189137,39.817603776885925,3.2787736372323657,0.0,0.0,0.0,kp5,701,291.47450603373846,289.9922001105385,292.38051195795157,47.55804936247008,31.40356565527468,3.8256141153803034,level_3,0.0,0.0,0.0,995.0743983406179,803,298.6298822868057,297.0429995192413,299.95376510775134,79.58302788623094,38.27572905005,4.765915263427441,0.0,0.0,0.0,1003.61137683004,600,301.0830616439681,299.5190975796255,302.2928882328379,51.44809151458842,32.38147138112771,5.145229598764541,0.0,0.0,0.0,1002.9091971489825,801,5869.645980083338
12,2019-01-02 12:00:00,299.0941770927676,297.619350721882,300.1507330499378,53.59011512147705,36.224631789018666,3.4784226192479286,0.0,0.0,0.0,995.9419646039033,800,293.9935780872833,292.7143962924676,295.8896742338543,67.08532178084774,53.834868691804935,2.283475739398928,0.0,0.0,0.0,kp1,802,288.46014197794256,287.8470123408922,289.5622542313603,44.46958944846061,35.64307418033138,4.555718786981269,level_6,0.0,0.0,0.0,1006.7111023562908,500,294.9328001893752,294.3129198615518,295.8569731805952,73.19679189043156,65.8933124049098,4.922336940552219,0.0,0.0,0.0,1000.7816046760603,600,300.52975469799554,299.5163781964058,301.50207922702856,63.71006600109789,16.405347560811226,2.2957801771654913,0.0,0.0,0.0,1006.208052361997,801,-337.05021211668463
